date,code,open,high,low,close,volume,money,open_interest
2023-06-20 15:00:00,IM2307.CCFX,6678.4,6678.4,6651.0,6652.2,5695.0,7585837760.0,53015.0
2023-06-21 10:30:00,IM2307.CCFX,6637.6,6645.0,6560.8,6593.6,16801.0,22161588800.0,50114.0
2023-06-21 11:30:00,IM2307.CCFX,6593.6,6603.2,6569.0,6584.8,6051.0,7971722600.0,51658.0
2023-06-21 14:00:00,IM2307.CCFX,6586.0,6588.8,6560.0,6569.4,4864.0,6393758360.0,53481.0
2023-06-21 15:00:00,IM2307.CCFX,6569.2,6569.2,6524.8,6525.2,11356.0,14866032800.0,59666.0
2023-06-26 10:30:00,IM2307.CCFX,6499.0,6519.2,6439.6,6440.2,17478.0,22651363800.0,55715.0
2023-06-26 11:30:00,IM2307.CCFX,6440.0,6488.6,6420.6,6472.0,10260.0,13245865600.0,57675.0
2023-06-26 14:00:00,IM2307.CCFX,6472.0,6472.2,6422.0,6423.4,6289.0,8105673200.0,60484.0
2023-06-26 15:00:00,IM2307.CCFX,6424.0,6437.0,6402.0,6427.2,10303.0,13229002440.0,65924.0
2023-06-27 10:30:00,IM2307.CCFX,6434.0,6476.6,6422.8,6450.2,13119.0,16925368720.0,60916.0
2023-06-27 11:30:00,IM2307.CCFX,6450.2,6494.8,6443.8,6487.0,7364.0,9524870360.0,60540.0
2023-06-27 14:00:00,IM2307.CCFX,6486.2,6504.8,6475.0,6495.0,7108.0,9222989800.0,60703.0
2023-06-27 15:00:00,IM2307.CCFX,6495.0,6497.0,6477.8,6478.4,6610.0,8572048000.0,61890.0
2023-06-28 10:30:00,IM2307.CCFX,6478.4,6478.4,6360.0,6397.0,21906.0,28075909560.0,58582.0
2023-06-28 11:30:00,IM2307.CCFX,6396.6,6418.8,6377.4,6401.2,7542.0,9656076600.0,60649.0
2023-06-28 14:00:00,IM2307.CCFX,6401.2,6465.4,6390.4,6449.0,8320.0,10700289920.0,63639.0
2023-06-28 15:00:00,IM2307.CCFX,6449.2,6466.0,6443.6,6463.0,6265.0,8087958040.0,66546.0
2023-06-29 10:30:00,IM2307.CCFX,6453.0,6495.6,6447.0,6468.0,11420.0,14783622160.0,60374.0
2023-06-29 11:30:00,IM2307.CCFX,6468.4,6478.6,6458.8,6469.2,4820.0,6235288960.0,59000.0
2023-06-29 14:00:00,IM2307.CCFX,6468.4,6498.4,6464.4,6496.8,6193.0,8033705280.0,58211.0
2023-06-29 15:00:00,IM2307.CCFX,6496.8,6510.2,6485.8,6491.8,8453.0,10984651440.0,59436.0
2023-06-30 10:30:00,IM2307.CCFX,6481.8,6545.8,6481.8,6538.6,10908.0,14233281000.0,56021.0
2023-06-30 11:30:00,IM2307.CCFX,6539.4,6586.0,6536.2,6585.6,7251.0,9506392000.0,56558.0
2023-06-30 14:00:00,IM2307.CCFX,6586.4,6596.0,6573.4,6585.0,5750.0,7571770000.0,57557.0
2023-06-30 15:00:00,IM2307.CCFX,6585.0,6587.4,6564.2,6575.0,6720.0,8836704760.0,58677.0
2023-07-03 10:30:00,IM2307.CCFX,6599.0,6626.0,6556.8,6574.8,12841.0,16924958440.0,54000.0
2023-07-03 11:30:00,IM2307.CCFX,6574.4,6617.4,6567.0,6615.0,5561.0,7333678800.0,53350.0
2023-07-03 14:00:00,IM2307.CCFX,6617.4,6617.4,6583.2,6594.4,5116.0,6750048320.0,53828.0
2023-07-03 15:00:00,IM2307.CCFX,6594.2,6597.2,6579.8,6583.6,4803.0,6327208240.0,55416.0
2023-07-04 10:30:00,IM2307.CCFX,6581.6,6604.8,6580.0,6601.6,6089.0,8030058200.0,52638.0
2023-07-04 11:30:00,IM2307.CCFX,6602.4,6613.2,6597.0,6609.6,3898.0,5149369600.0,51932.0
2023-07-04 14:00:00,IM2307.CCFX,6609.6,6611.8,6586.6,6587.8,4426.0,5841137280.0,51579.0
2023-07-04 15:00:00,IM2307.CCFX,6587.8,6614.0,6586.2,6613.4,5553.0,7336596920.0,53072.0
2023-07-05 10:30:00,IM2307.CCFX,6609.6,6615.4,6586.0,6604.8,8103.0,10698882360.0,50239.0
2023-07-05 11:30:00,IM2307.CCFX,6603.6,6616.0,6588.0,6589.2,4188.0,5529169480.0,49747.0
2023-07-05 14:00:00,IM2307.CCFX,6588.0,6591.6,6572.0,6578.4,5693.0,7493298400.0,51318.0
2023-07-05 15:00:00,IM2307.CCFX,6578.8,6582.6,6552.8,6566.2,7554.0,9922886360.0,54070.0
2023-07-06 10:30:00,IM2307.CCFX,6557.0,6606.8,6540.4,6602.6,9953.0,13099574400.0,50197.0
2023-07-06 11:30:00,IM2307.CCFX,6603.2,6603.6,6553.8,6554.6,5783.0,7611305080.0,49993.0
2023-07-06 14:00:00,IM2307.CCFX,6553.8,6561.6,6532.0,6547.6,7764.0,10165963200.0,51840.0
2023-07-06 15:00:00,IM2307.CCFX,6547.6,6556.6,6534.2,6535.6,5334.0,6978787120.0,53982.0
2023-07-07 10:30:00,IM2307.CCFX,6531.6,6531.6,6468.2,6503.0,14699.0,19085112440.0,50972.0
2023-07-07 11:30:00,IM2307.CCFX,6503.2,6520.6,6488.2,6499.2,6929.0,9012038680.0,52270.0
2023-07-07 14:00:00,IM2307.CCFX,6499.0,6538.8,6492.0,6517.4,6821.0,8898840120.0,54218.0
2023-07-07 15:00:00,IM2307.CCFX,6517.2,6519.2,6502.4,6513.0,5709.0,7434007760.0,57063.0
2023-07-10 10:30:00,IM2307.CCFX,6538.0,6551.8,6513.8,6527.2,10672.0,13938232680.0,52113.0
2023-07-10 11:30:00,IM2307.CCFX,6527.2,6544.0,6521.2,6521.8,4139.0,5407691240.0,50768.0
2023-07-10 14:00:00,IM2307.CCFX,6521.8,6525.4,6489.2,6499.4,5760.0,7490607040.0,50712.0
2023-07-10 15:00:00,IM2307.CCFX,6498.4,6521.0,6496.6,6520.4,5034.0,6555389040.0,52112.0
2023-07-11 10:30:00,IM2307.CCFX,6528.2,6545.0,6508.4,6524.6,8989.0,11738985440.0,49317.0
2023-07-11 11:30:00,IM2307.CCFX,6524.6,6557.6,6520.2,6556.2,6281.0,8220166720.0,50069.0
2023-07-11 14:00:00,IM2307.CCFX,6558.0,6565.2,6544.4,6550.4,4752.0,6229216680.0,50816.0
2023-07-11 15:00:00,IM2307.CCFX,6549.6,6580.0,6547.2,6571.0,6870.0,9024829080.0,52706.0
2023-07-12 10:30:00,IM2307.CCFX,6574.4,6578.0,6533.6,6549.4,11185.0,14659790800.0,48584.0
2023-07-12 11:30:00,IM2307.CCFX,6548.0,6552.0,6538.2,6542.6,2960.0,3874818800.0,48542.0
2023-07-12 14:00:00,IM2307.CCFX,6542.8,6546.6,6502.0,6516.8,7492.0,9771996080.0,49480.0
2023-07-12 15:00:00,IM2307.CCFX,6516.6,6520.8,6477.8,6483.8,8860.0,11505529400.0,53020.0
2023-07-13 10:30:00,IM2307.CCFX,6501.2,6543.6,6501.2,6527.6,12925.0,16873856320.0,49721.0
2023-07-13 11:30:00,IM2307.CCFX,6527.0,6539.0,6505.0,6525.2,6275.0,8185463000.0,49645.0
2023-07-13 14:00:00,IM2307.CCFX,6525.6,6559.8,6524.2,6549.2,7239.0,9477638960.0,51197.0
2023-07-13 15:00:00,IM2307.CCFX,6549.0,6561.2,6541.0,6549.6,7119.0,9324602880.0,53197.0
2023-07-14 10:30:00,IM2307.CCFX,6562.0,6571.6,6541.0,6563.6,8039.0,10544370880.0,48759.0
2023-07-14 11:30:00,IM2307.CCFX,6563.0,6563.0,6543.0,6560.6,4638.0,6079463920.0,46818.0
2023-07-14 14:00:00,IM2307.CCFX,6558.6,6569.6,6552.8,6559.6,4795.0,6290780760.0,45877.0
2023-07-14 15:00:00,IM2307.CCFX,6560.0,6565.4,6539.0,6541.0,6060.0,7937958040.0,46673.0
2023-07-17 10:30:00,IM2307.CCFX,6521.2,6529.8,6485.2,6495.2,10513.0,13676686040.0,42825.0
2023-07-17 11:30:00,IM2307.CCFX,6495.0,6501.0,6482.4,6485.6,5340.0,6932224080.0,42572.0
2023-07-17 14:00:00,IM2307.CCFX,6483.6,6494.4,6474.0,6492.2,4646.0,6023157240.0,42944.0
2023-07-17 15:00:00,IM2307.CCFX,6492.8,6518.6,6486.0,6514.8,6596.0,8580336760.0,44688.0
2023-07-18 10:30:00,IM2307.CCFX,6519.0,6523.2,6486.2,6492.4,9818.0,12762167520.0,39392.0
